comment,keyword,emotion,sentiment
@shanedawson,shanedawson,others,NEU
🙃🙃🙃,🙃🙃🙃,others,NEU
she's an android and she is holding an android 😅,android holding android,others,NEU
she is a robot how do u not see it,robot,disgust,NEG
@.cloud.mxlti her phone is legit her cousin or they related some how😳,phone legit cousin,others,NEU
Do you eat,eat,others,NEU
she is super pretty,super pretty,joy,POS
𝚜𝚑𝚎 𝚑𝚊𝚍 𝚊𝚗 𝙰𝚗𝚍𝚛𝚘𝚒𝚍 𝚋𝚞𝚝 𝚒𝙿𝚑𝚘𝚗𝚎 𝚎𝚖𝚘𝚓𝚒𝚜,𝚜𝚑𝚎 𝚑𝚊𝚍 𝚊𝚗,others,NEU
Whattt,whattt,surprise,NEU
no hate or anything but how do you have apple emojis on android because android emojis are different,apple emojis android,others,NEU
You’re so pretty,pretty,joy,POS
she's not a robot,robot,others,NEU
wait why am i seeing this in 2021,wait seeing 2021,surprise,NEU
😶,😶,others,NEU
@dereneko robot,dereneko robot,others,NEU
omggggg,omggggg,surprise,POS
scary,scary,fear,NEU
they are a ai,ai,others,NEU
looks like a filter for me,looks like filter,others,NEU
It’s the serious face for me 😏😫,face,others,NEU
Bro she is holdin a android in it's a iPhone emoji right there 😳😳😳 That WEIRD,android iphone emoji,surprise,NEU
🥺 dont be sad,dont sad,others,NEU
Nope,nope,disgust,NEU
your pretty 😁😁,pretty,others,POS
you're beautiful. never let anyone dull your sparkle.,let dull sparkle,joy,POS
@x.x.arianna.x.x why is something from 2020 on my fyp?,arianna 2020 fyp,others,NEU
an Android but IPhone emojis??,android iphone emojis,others,NEU
I have the same phone as you,phone,others,NEU
the phone is an Android but the emojis are iPhone emojis-,phone android emojis,others,NEU
your so pretty •́ ‿ ,•̀,pretty,joy,POS
no,no,others,NEU
This is why google ask me if I’m a robot-,google ask robot,others,NEU
ur one of my idols🥰,ur idols,joy,POS
You look my sister😲🤚,look sister,others,NEU
How u use iPhone emoji if u got a android?😂,use iphone emoji,others,NEU
ITS THE ZOOM IN FOR ME,zoom,others,NEU
she ain't robot,robot,others,NEU
iphone emojis w an android 😳,iphone emojis android,others,NEU
wait-,wait,others,NEU
ROMANS 1:16✝️FOR I IM NOT ASHAMED OF THE GOSPEL OF GOD FOR IT IS THE POWER OF GOD FOR SALVATION TO EVERYONE WHO BELIEVE 🙏🏾✨,ashamed gospel god,joy,POS
😌 U from the game androids become human huh,game androids human,others,NEU
My dad has the same phone😌,dad,others,NEU
I have the same exact. phone-,exact phone,others,NEU
guys thats a human that looks like a computer model but no shes a model for robots i think....,shes model robots,others,NEU
😩ReMeMbEr 👹oUr😔sOnG?🪳iVe🥺bEeN 👶 cRusHinG😓pIpEr😰dO😭yOu🤠rEmEmbEr👺StAAawWp😫 *walks into a wall and dies*,walks wall dies,others,NEG
Pretty girl I wish I was like u,pretty girl,others,POS
of course people is going to ask you,people going ask,others,NEU
Why u need a device when are one😳,device,others,NEU
tell me how u got a android and but has a iPhone emoji,android iphone emoji,others,NEU
that’s a no the last time i checked,time checked,others,NEG
guys she's a robot so don't even ask if she's a human now shoo,robot don ask,others,NEG
Are you a rl robot like living?,robot like living,others,NEU
that’s a no the last time i checked,time checked,others,NEG
guys she's a robot so don't even ask if she's a human now shoo,robot don ask,others,NEG
I'm sorry but is that a 3 head,head,others,NEU
ye but are u,ye,others,NEU
lifeline robot lifeline robot lifeline robot,lifeline robot lifeline,others,NEU
this is to trippy,trippy,surprise,NEU
WHO HERE IS FROM 2021,2021,others,NEU
You kinda look like nava rose and the girl on YouTube named gloom,look like nava,others,NEU
ayo that's a android,ayo android,others,NEU
plsss tell me you play video games plss just plssss,play video games,others,NEU
Song?,song,others,NEU
can u give a tower oh your house please,tower oh house,others,NEU
if she’s a robot why does she have veins,robot does veins,others,NEU
Can you go on live,live,others,NEU
😐robot,robot,others,NEU
can we them thoo....,thoo,others,NEU
how do you have Iphone emojis when you're using a android ?,emojis using android,others,NEU
Omg girrrrllll Where is that top from?😍,omg girrrrllll,surprise,NEU
😳 first 2d girls now an Ai (robot),2d girls ai,others,NEU
I am so confused,confused,others,NEG
I just need a yes or no,just need yes,others,NEU
How she got an Android but has the iphone emojies😬,android iphone,others,NEU
Filter,filter,others,NEU
@justa.anonymous.fluid uhm,justa anonymous fluid,others,NEU
It,s a fact that she is not a human,fact human,disgust,NEG
can we them thoo....,thoo,others,NEU
how do you have Iphone emojis when you're using a android ?,emojis using android,others,NEU
Omg girrrrllll Where is that top from?😍,omg girrrrllll,surprise,NEU
Janet "i'm not a robot",janet robot,others,NEU
Her shirt collar bye 😂,shirt collar bye,others,NEU
Janet isnt a robot,janet isnt robot,others,NEU
You're also part of the uncanny valley,uncanny valley,others,NEU
OMG I LOVE JANET,omg love janet,joy,POS
I don't understand the comments so how is Janet not a robot?,janet robot,others,NEG
Janet's not a robot,janet robot,others,NEU
POV h thought she was a sims character,pov thought sims,others,NEU
JANET IS VALID,janet valid,joy,POS
I LOVE JANET SO MUCH THEY IS MY FAVORITE FROM THE GOOD PLACE,love janet favorite,joy,POS
Janet is not a robot :),janet robot,others,POS
My fav robot is the maid one from Richie rich. I unsed to watch that long ago,fav robot maid,others,POS
why not Sofia,sofia,others,NEU
@oleratoxo @allynobz @queenjazzy_pink the collar is sending me😭😭😭,queenjazzy_pink collar sending,others,NEU
I LOVE JANET!! BEST NON GIRL EVERRR,love janet,joy,POS
Not Janet🤦🏾‍♀️,janet,others,NEU
janet is not a robot its for the movie,janet robot,others,NEU
YES JANET,yes janet,others,POS
Janet isn't a robot she is Jason's not a girl friend,janet isn robot,others,NEU
i love Janet 🥰,love janet,joy,POS
What about mark Zuckerberg,mark zuckerberg,others,NEU
Not a robot,robot,others,NEU
Why you gotta do Jenna marbles like that,jenna marbles like,surprise,NEG
What's thw first ones name? I will be ABSOLOUTLY AMAZED if the first one was a robot and not just a picture of a girl... I don't know what to think...,robot just picture,surprise,NEU
please change your hairstyle,change hairstyle,others,NEU
@yomna_2468 lazeez w zomba w matein w lazeeza,yomna_2468 lazeez zomba,others,NEU
JANET IS NOT A ROBOT. DONT DO HER LIKE THAT,janet robot dont,disgust,NEG
UR NOT ALONE,ur,others,POS
don’t do my girl Sophia like that,girl sophia like,disgust,NEG
the first one was gurta from Henry danger she was not a robot,henry danger robot,others,NEU
They forgot the rest of ur collar,ur collar,disgust,NEU
Is it just me she looks soooo different😳,just looks soooo,others,NEU
robot on robot crime fr,robot crime fr,others,NEU
THE ROBOTS ARE FIGHTING!!!!!,robots fighting,joy,POS
i love Janet 🥰,love janet,joy,POS
JANET IS NOT A ROBOT. DONT DO HER LIKE THAT,janet robot dont,disgust,NEG
Janet literally said she is not a robot,janet literally said,others,NEU
Uncanny valley,uncanny valley,others,NEU
I can hear Janet saying "not a robot 👆",janet saying robot,others,NEU
Why is the girl from the polar express on my fyp?,girl polar express,others,NEU
sophia,sophia,others,NEU
Janet more like colleen,janet like colleen,others,NEU
Janet is not a robot,janet robot,others,NEU
ik im a late BUT LEAVE JANET ALONE SHES NOT A ROBOT,janet shes robot,anger,NEG
Not a robot,robot,others,NEU
“Not a robot” - Janet,robot janet,others,NEU
She is so scary ngl..,scary ngl,fear,NEG
JANEEEEET,janeeeeet,others,NEU
How come your shirt collar doesn't go all the way around?,shirt collar doesn,others,NEU
Do you like Siri and Alexa, I talk to them all the time.,siri alexa,others,POS
OML I LOVE JANET,oml love janet,joy,POS
u kinda look like her-,kinda look like,others,NEU
the shade-,shade,others,NEU
Janet is not a robot!,janet robot,anger,NEU
Not a robot,robot,others,NEU
I love darcy carden,love darcy carden,joy,POS
They forgot the rest of ur collar,ur collar,disgust,NEU
Janet is the BEST she carried that show,janet best,joy,POS
Is it just me she looks soooo different😳,just looks soooo,others,NEU
i love Janet 🥰,love janet,joy,POS
robot on robot crime fr,robot crime fr,others,NEU
THE ROBOTS ARE FIGHTING!!!!!,robots fighting,joy,POS
JANET IS NOT A ROBOT. DONT DO HER LIKE THAT,janet robot dont,disgust,NEG
Uncanny valley,uncanny valley,others,NEU
Janet literally said she is not a robot,janet literally said,others,NEU
sophia,sophia,others,NEU
I can hear Janet saying "not a robot 👆",janet saying robot,others,NEU
Why is the girl from the polar express on my fyp?,girl polar express,others,NEU
Janet more like colleen,janet like colleen,others,NEU
“Not a robot” - Janet,robot janet,others,NEU
Not a robot,robot,others,NEU
ik im a late BUT LEAVE JANET ALONE SHES NOT A ROBOT,janet shes robot,anger,NEG
JANEEEEET,janeeeeet,others,NEU
Janet is not a robot,janet robot,others,NEU
How come your shirt collar doesn't go all the way around?,shirt collar doesn,others,NEU
Do you like Siri and Alexa, I talk to them all the time.,siri alexa,others,POS
Se me a reiniciado el Windows,reiniciado el windows,others,NEU
She is so scary ngl..,scary ngl,fear,NEG
Se parece a la niña que sale en el expreso polar 😳,parece la niña,others,NEU
OML I LOVE JANET,oml love janet,joy,POS
u kinda look like her-,kinda look like,others,NEU
Not a robot,robot,others,NEU
the shade-,shade,others,NEU
Janet is not a robot she’s a whole mood 😂,janet robot mood,others,NEU
We love Janet,love janet,joy,POS
the girls are fighting!!!!,girls fighting,others,POS
Are you real,real,surprise,NEU
green screen,green screen,others,NEU
@sasha_claire13 I love the comments,sasha_claire13 love comments,joy,POS
@robloxlegend101 im scared,robloxlegend101 im scared,fear,NEG
THE GOOD PLACE,good place,others,POS
The shade,shade,others,NEU
@oevans23 baffles my head,oevans23 baffles,disgust,NEG
I ADORE JANETTTT,adore janetttt,joy,POS
THE GOOD PLACE !!,good place,joy,POS
I LOVE JANET SM OMG,love janet sm,joy,POS
JUDY FROM KC UNDERCOVER,judy kc undercover,others,NEU
Omg I haven't watched you in year's You still look the same!,year look,surprise,NEG
not a robot😍💅,robot,others,NEU
omgg!! janet!!,omgg janet,others,POS
Whats the first one called,whats called,others,NEU
@_kermitta_ JANET Z THE GOOD PLACE,janet good place,others,POS
Janet is not a robot,janet robot,others,NEU
once the problem with Sofia?,problem sofia,others,NEG
@seaflapflap O_O,seaflapflap o_o,surprise,NEU
nah bro I never liked Sophie,bro liked sophie,others,NEG
Janet I Stan her,janet stan,joy,POS
my favourite robot is..,favourite robot,others,POS
you ofc,ofc,others,NEU
I like Connor from Detroit become human 🥰,connor detroit human,others,POS
does the responds?,does responds,others,NEU
@rose.worldwide THE INTERNET IS TOO ADVANCED,rose worldwide internet,others,NEU
JANET IS NOT A ROBOT 😑,janet robot,anger,NEU
Who is the creator of this I wondere🥺,creator,others,NEU
what abt mark,abt mark,others,NEU
JANET IS THW BEST,janet thw best,joy,POS
WALL-E:Thanks!,wall thanks,joy,POS
JANET,janet,others,NEU
Janet is iconic,janet iconic,joy,POS
How how do you do this Is this an app,app,others,NEU
I thought this was a real person for a sec,real person,surprise,NEU
Janet: “not a robot”,janet robot,others,NEU
SIRI AND ALEXA 😏🥰,siri alexa,others,NEU
ITS THE POLAR EXPRESS GIRLL!!!!!,polar express girll,others,POS
I love Janet,love janet,joy,POS
U forgot bb-8😔,forgot bb,others,NEU
Did we make a robot not even, famous ? Lol,make robot famous,others,NEU
JANET IS NOT A ROBOT,janet robot,anger,NEU
Wall - e yay,wall yay,joy,POS
My favourite robot is the iron man,favourite robot,others,POS
janet’s not a robot💀,janet,others,NEU
JANET FROM THE GOOD PLACE?,janet good place,others,NEU
it's giving uncanny valley,giving uncanny valley,others,NEU
you look like sb from Barbie dream house,sb barbie dream,others,NEU
I thought she's a Sim character-,sim character,others,NEU
Are you okay,okay,others,NEU
JANET!,janet,others,NEU
the sweater,sweater,others,NEU
Janet 🙌🏼,janet,others,NEU
The call is coming from inside the house,coming inside house,others,NEU
not a robot*,robot,others,NEU
Janet is a literal icon,janet literal icon,joy,POS
why was I waiting for mark Zuckerberg,waiting mark zuckerberg,others,NEU
hear me out. connor,hear connor,others,NEU
Not a robot.,robot,others,NEU
NOT A ROBOT,robot,disgust,NEU
JANET,janet,others,NEU
Janet is iconic,janet iconic,joy,POS
I hate Sophia the robot😭,hate sophia,others,NEG
How how do you do this Is this an app,app,others,NEU
Janet: "not a robot" 👹,janet robot,others,NEU
I thought this was a real person for a sec,real person,surprise,NEU
Janet: “not a robot”,janet robot,others,NEU
Not her throwing shade,throwing shade,others,NEU
SIRI AND ALEXA 😏🥰,siri alexa,others,NEU
ITS THE POLAR EXPRESS GIRLL!!!!!,polar express girll,others,POS
I love Janet,love janet,joy,POS
U forgot bb-8😔,forgot bb,others,NEU
Did we make a robot not even, famous ? Lol,make robot famous,others,NEU
JANET IS NOT A ROBOT,janet robot,anger,NEU
Wall - e yay,wall yay,joy,POS
This girl is an AI,girl ai,others,NEU
My favourite robot is the iron man,favourite robot,others,POS
janet’s not a robot💀,janet,others,NEU
The one robot in the movie where she have. A friend and then kill them,robot movie friend,others,NEU
JANET FROM THE GOOD PLACE?,janet good place,others,NEU
it's giving uncanny valley,giving uncanny valley,others,NEU
you look like sb from Barbie dream house,sb barbie dream,others,NEU
are we not gon talk abt how she looks like she from the polar express,polar express,others,NEU
I thought she's a Sim character-,sim character,others,NEU
Are you okay,okay,others,NEU
Not too much on my girl Janet 🤨,girl janet,others,NEU
JANET!,janet,others,NEU
JANET!,janet,others,NEU
OMG ✨JaNeT✨,omg,surprise,NEU
This is the best creation in 2022,best creation 2022,joy,POS
AHHH JANET YAYYYY,ahhh janet yayyyy,joy,POS
She’s gonna come after u🥲😅,come,others,NEU
JANET!!!😁,janet,others,NEU
i like janet too,janet,others,POS
Janet is tha best :D,janet tha best,joy,POS
JANET,janet,others,NEU
JANET FROM THE GOOD PLACE THO 😍😍,janet good,others,POS
What about Vision?,vision,others,NEU
me it's franki,franki,others,NEU
Omg yes Janet from the good place,yes janet good,others,POS
Frankie,frankie,others,NEU
JANET,janet,others,NEU
You😁,You😁,others,NEU
OMG JANET 🥺😁,omg janet,surprise,NEU
What the first one called,called,others,NEU
Yoo Janet,yoo janet,others,NEU
is this vr chat,vr chat,others,NEU
Wow you are so beutiful😳 i Know you are a 🤖 … just wow,know just wow,joy,POS
what do you think about detroit become human?,think detroit human,others,NEU
Janet of the good place,janet good place,others,POS
I watched all your videos 😂😂😂😂,watched videos,joy,NEU
How do you look sooooo animated,look sooooo animated,surprise,NEU
Are we not gonna talk about how there's no back side to her shirt collar 😭,shirt collar,surprise,NEU
@.sanrio.d0lls wow just because it’s bold :(,sanrio d0lls wow,disgust,NEG
JANET,janet,others,NEU
why not Sophie?,sophie,others,NEU
JANET 😍,janet,others,NEU
JANET,janet,others,NEU
🥰😂,🥰😂,others,NEU
Why do you look different,look different,others,NEU
The first one-,The first one-,others,NEU
@kurtisconner 💁💁💁,kurtisconner,others,NEU
JANETTTTTT,janetttttt,others,NEU
I love the robot from jc under cover,love robot jc,joy,POS
it's WALL-E right,wall right,others,NEU
hahaha nice app to edit human,app edit human,joy,POS
Who made you?,Who made you?,others,NEU
Janet is not a robot hahahahaahha,janet robot hahahahaahha,others,POS
Not a robot, not a girl…..,robot girl,others,NEU
Janet in my <3,janet,joy,POS
are u real,real,surprise,NEU
JANET IS NOT A ROBOT,janet robot,anger,NEU
what abt ex machina???!!,abt ex machina,others,NEU
Voice reveal?,voice reveal,others,NEU
I HAVENT SEEN WALLY IN SUCH A LONG TIMEEEEEE,havent seen wally,joy,POS
How do u post and who gave u a phone 😳,post gave phone,others,NEU
WALL-E,wall,others,NEU
Do you wear you hair differently??,wear hair differently,others,NEU
Now i want to watch the good place,watch good place,others,POS
Janet is my favorite,janet favorite,joy,POS
WHAT ABOUT IRONA FROM RICHIE RICH,irona richie rich,others,NEU
😂,😂,others,NEU
She maybe doesn’t know Janet is not a robot who cares let her do her TikTok’s,know janet robot,others,NEG
You should pay some to do your green screen work a little better👍🏼,pay green screen,others,NEG
janet rn: 👁👄👁,janet rn,others,NEU
Janet is NOT a robot,janet robot,others,NEU
Are you rl?,rl,others,NEU
she looks like your mom,looks like mom,others,NEU
THE GIRLS ARE FIGHTINGGGGGG,girls fightingggggg,joy,POS
Is that your real Face,real face,others,NEU
You can literally see that the body is real and the face is just the animated part 😭,body real face,surprise,NEU
Gurl I love your nails🥰❤️,gurl love,others,POS
The shade,shade,others,NEU
Friendly FIRE,friendly,others,NEU
robot wars,robot wars,others,NEU
Francky is my fav robot,francky fav robot,joy,POS
Janet is a universal being that exists and doesn't exist but shes an assistant,janet universal exists,others,NEU
data from star trek next gen, hes an android technically but i love him nonetheless,data star trek,others,POS
I saw the green screen,saw green screen,others,NEU
Sorry but that’s you,sorry,others,NEG
mother she's from the movie "I am mother",movie mother,others,NEU
you look like that music girl from barbie the one with blair willow,music girl barbie,others,NEU
You,You,others,NEU
bro this guy or girl tryna scam everyone she aint even a robot,scam aint robot,disgust,NEG
Do u have a crush on a robot?,crush robot,others,NEU
Why are we hating on Sophia????,hating sophia,others,NEG
who made you?,who made you?,others,NEU
I love Janet,love janet,joy,POS
Thought this was animated,animated,others,NEU
Why don’t you ever do this with real people,don real people,others,NEG
Janettttt .😭😭,janettttt,others,NEU
No,No,others,NEU
Janettttt .😭😭,janettttt,others,NEU
Robot beef,robot beef,others,NEU
friendly fire 😂,friendly,others,NEU
this really you?,really,others,NEU
Is she actualy real?!?,actualy real,surprise,NEU
[rage],rage,others,NEU
janettttt,janettttt,others,NEU
ur my fav,ur fav,joy,POS
This is cgi right,cgi right,others,NEU
ROBOT POLÉMICA ESTAMOS EN EL FUTURO,robot polémica estamos,others,NEU
Janet 🥰 "No soy un robot" 😂,janet soy robot,others,NEU
Janet- "I'm not a robot",janet robot,others,NEU
Estamos acompanhando a nossa primeira polêmica entre robôs. A Sophia é muito assustadora, concordo com ela. @kelvnrb,entre robôs sophia,others,NEU
se re olvidaban de hacerle el cuello en la ropa,hacerle el cuello,others,NEU
a revolução das máquinas começando numa treta de robôs--,revolução das máquinas,others,NEU
iiiih ó o lacre artificial,iiiih lacre artificial,others,NEU
Team sophia jajaja,team sophia jajaja,others,NEU
Janet no es robot,janet es robot,others,NEU
Nueva polémica,nueva polémica,others,NEU
eh le son pull a un petit problème je crois,petit problème je,others,NEU
dari ig ke tiktok muncul dia terus njir,ke tiktok muncul,others,NEU
لو شافت كونر وش رح تسوي 😭,لو شافت كونر,others,NEU
A Janet kkkkkkk,janet kkkkkkk,others,NEU
bả là robots hả,bả là robots,others,NEU
Janet no es un robot,janet es robot,others,NEU
where is the second robot from,second robot,others,NEU
me it's franki,franki,others,NEU
Frankie,frankie,others,NEU
Wow you are so beutiful😳 i Know you are a 🤖 … just wow,know just wow,joy,POS
@.sanrio.d0lls wow just because it’s bold :(,sanrio d0lls wow,disgust,NEG
it's WALL-E right,wall right,others,NEU
are u real,real,surprise,NEU
WALL-E,wall,others,NEU
janet rn: 👁👄👁,janet rn,others,NEU
robot wars,robot wars,others,NEU
who made you?,who made you?,others,NEU
Is she actualy real?!?,actualy real,surprise,NEU
you are my fav robot<3,fav robot,joy,POS
This is the best creation in 2022,best creation 2022,joy,POS
why not Sophie?,sophie,others,NEU
Voice reveal?,voice reveal,others,NEU
You can literally see that the body is real and the face is just the animated part 😭,body real face,surprise,NEU
ur my fav,ur fav,joy,POS
